pretrained_RotNet_0.pth,pretrained_RotNet_1.pth,pretrained_RotNet_2.pth,pretrained_RotNet_3.pth,pretrained_RotNet_4.pth,pretrained_RotNet_5.pth,pretrained_RotNet_6.pth,pretrained_RotNet_7.pth,pretrained_RotNet_8.pth
0.4602363782051282,0.4551282051282051,0.44140625,0.3963341346153846,0.3990384615384615,0.4394030448717949,0.4354967948717949,0.4322916666666667,0.4555288461538461
0.4600360576923077,0.4645432692307692,0.4402043269230769,0.4145633012820512,0.3962339743589743,0.4416065705128205,0.4323918269230769,0.4397035256410256,0.4483173076923077
0.4601362179487179,0.4541266025641026,0.4403044871794871,0.4107572115384615,0.3913261217948718,0.4359975961538461,0.4530248397435897,0.4441105769230769,0.4458133012820512
0.4580328525641026,0.4610376602564102,0.4319911858974359,0.3946314102564102,0.3877203525641026,0.4396033653846153,0.4382011217948718,0.4423076923076923,0.4533253205128205
0.46484375,0.4561298076923077,0.4316907051282051,0.4051482371794871,0.3987379807692308,0.3938301282051282,0.4473157051282051,0.4430088141025641,0.456630608974359
0.4667467948717949,0.4583333333333333,0.4346955128205128,0.4122596153846153,0.40625,0.4361979166666667,0.4466145833333333,0.4397035256410256,0.4180689102564102
0.4625400641025641,0.4542267628205128,0.4349959935897436,0.3920272435897436,0.4012419871794871,0.4443108974358974,0.4448116987179487,0.4465144230769231,0.4563301282051282
0.4655448717948718,0.4550280448717949,0.4392027243589743,0.387520032051282,0.3995392628205128,0.4395032051282051,0.4352964743589743,0.4400040064102564,0.441005608974359
0.4452123397435897,0.4470152243589743,0.4405048076923077,0.4227764423076923,0.3993389423076923,0.4309895833333333,0.4579326923076923,0.44140625,0.4359975961538461
0.4651442307692308,0.4618389423076923,0.4295873397435897,0.4095552884615384,0.4443108974358974,0.441806891025641,0.4411057692307692,0.4328926282051282,0.4423076923076923
