epoch,iteration,loss
0,1,6.2054
0,2,6.2341
0,3,6.2243
0,4,6.2016
0,5,6.1505
0,6,6.1111
0,7,6.1200
0,8,6.1127
0,9,6.0728
0,10,6.0355
0,11,6.0522
0,12,6.0710
0,13,6.0664
0,14,6.0105
0,15,5.9741
0,16,5.9758
0,17,6.0084
0,18,6.0192
0,19,5.9119
0,20,5.8804
0,21,5.8908
0,22,5.9541
0,23,5.9433
0,24,5.9178
0,25,5.8963
0,26,5.9716
0,27,5.9233
0,28,5.9056
0,29,5.8722
0,30,5.8569
0,31,5.9912
0,32,5.9308
0,33,5.7914
0,34,5.8284
0,35,5.8177
0,36,5.9222
0,37,5.8243
0,38,5.7735
0,39,5.8143
0,40,5.8100
0,41,5.8554
0,42,5.8099
0,43,5.7201
0,44,5.7020
0,45,5.7837
0,46,5.7170
0,47,5.7661
0,48,5.6821
0,49,5.7329
0,50,5.8309
0,51,5.7362
0,52,5.7541
0,53,5.6425
0,54,5.6942
0,55,5.7234
0,56,5.5956
0,57,5.6967
0,58,5.6911
0,59,5.5754
0,60,5.6487
0,61,5.6358
0,62,5.6208
0,63,5.6598
0,64,5.7129
0,65,5.6812
0,66,5.6412
0,67,5.7816
0,68,5.6711
0,69,5.7124
0,70,5.6853
0,71,5.5925
0,72,5.5791
0,73,5.7610
0,74,5.6333
0,75,5.6434
0,76,5.7107
0,77,5.7016
0,78,5.69711
1,80,5.6142
1,81,5.7127
1,82,5.6506
1,83,5.6991
1,84,5.7064
1,85,5.7117
1,86,5.5388
1,87,5.6698
1,88,5.7270
1,89,5.6628
1,90,5.6102
1,91,5.6590
1,92,5.6072
1,93,5.7471
1,94,5.6768
1,95,5.7670
1,96,5.6437
1,97,5.6174
1,98,5.7377
1,99,5.6272
1,100,5.5976
1,101,5.6407
1,102,5.6100
1,103,5.5812
1,104,5.6594
1,105,5.6911
1,106,5.6587
1,107,5.6382
1,108,5.7217
1,109,5.7112
1,110,5.6262
1,111,5.6968
1,112,5.6831
1,113,5.6153
1,114,5.7033
1,115,5.5639
1,116,5.6214
1,117,5.6548
1,118,5.6477
1,119,5.5650
1,120,5.7421
1,121,5.6737
1,122,5.6074
1,123,5.7086
1,124,5.5844
1,125,5.7066
1,126,5.6814
1,127,5.7293
1,128,5.6048
1,129,5.6171
1,130,5.5330
1,131,5.6346
1,132,5.5254
1,133,5.5488
1,134,5.6507
1,135,5.6234
1,136,5.5990
1,137,5.6772
1,138,5.6690
1,139,5.7685
1,140,5.6884
1,141,5.6955
1,142,5.7406
1,143,5.5903
1,144,5.6186
1,145,5.5627
1,146,5.6441
1,147,5.7104
1,148,5.6543
1,149,5.6227
1,150,5.7137
1,151,5.6290
1,152,5.6485
1,153,5.6706
1,154,5.6306
1,155,5.6315
1,156,5.6671
2,157,5.5907
2,158,5.7637
2,159,5.6791
2,160,5.6276
2,161,5.6279
2,162,5.6702
2,163,5.7599
2,164,5.6268
2,165,5.5679
2,166,5.6541
2,167,5.7067
2,168,5.5252
2,169,5.6405
2,170,5.6269
2,171,5.6424
2,172,5.7687
2,173,5.5859
2,174,5.5962
2,175,5.6186
2,176,5.7579
2,177,5.6493
2,178,5.6140
2,179,5.6629
2,180,5.5425
2,181,5.6812
2,182,5.7313
2,183,5.6100
2,184,5.7284
2,185,5.6798
2,186,5.6481
2,187,5.6115
2,188,5.5886
2,189,5.6025
2,190,5.6003
2,191,5.5681
2,192,5.5996
2,193,5.6028
2,194,5.7167
2,195,5.6152
2,196,5.6655
2,197,5.7254
2,198,5.6015
2,199,5.6358
2,200,5.6159
2,201,5.6813
2,202,5.5030
2,203,5.7128
2,204,5.6107
2,205,5.5989
2,206,5.6203
2,207,5.5560
2,208,5.6387
2,209,5.6394
2,210,5.5889
2,211,5.5421
2,212,5.5738
2,213,5.6655
2,214,5.5834
2,215,5.5460
2,216,5.6802
2,217,5.5591
2,218,5.6525
2,219,5.6585
2,220,5.6034
2,221,5.6068
2,222,5.6414
2,223,5.6947
2,224,5.7129
2,225,5.6224
2,226,5.5381
2,227,5.5737
2,228,5.6297
2,229,5.6018
2,230,5.4550
2,231,5.6063
2,232,5.6948
2,233,5.6466
2,234,5.5959
3,235,5.5857
3,236,5.5924
3,237,5.5599
3,238,5.7058
3,239,5.6128
3,240,5.6299
3,241,5.6274
3,242,5.6242
3,243,5.6008
3,244,5.6636
3,245,5.6600
3,246,5.6943
3,247,5.5832
3,248,5.6332
3,249,5.5500
3,250,5.6169
3,251,5.5183
3,252,5.5988
3,253,5.6395
3,254,5.6232
3,255,5.5932
3,256,5.6359
3,257,5.5830
3,258,5.6136
3,259,5.6340
3,260,5.6452
3,261,5.5905
3,262,5.6125
3,263,5.5596
3,264,5.5866
3,265,5.6068
3,266,5.5422
3,267,5.5659
3,268,5.6175
3,269,5.5873
3,270,5.4875
3,271,5.6024
3,272,5.5063
3,273,5.6301
3,274,5.5808
3,275,5.6662
3,276,5.6829
3,277,5.6683
3,278,5.6720
3,279,5.5684
3,280,5.6976
3,281,5.7808
3,282,5.6922
3,283,5.7082
3,284,5.6976
3,285,5.6615
3,286,5.5943
3,287,5.6761
3,288,5.5654
3,289,5.7052
3,290,5.6506
3,291,5.6631
3,292,5.6535
3,293,5.5551
3,294,5.5700
3,295,5.6851
3,296,5.6865
3,297,5.7089
3,298,5.5299
3,299,5.6891
3,300,5.6386
3,301,5.5754
3,302,5.5928
3,303,5.6332
3,304,5.5913
3,305,5.6249
3,306,5.5822
3,307,5.5695
3,308,5.5901
3,309,5.5613
3,310,5.5898
3,311,5.6339
3,312,5.6929
4,313,5.5932
4,314,5.6465
4,315,5.6589
4,316,5.5624
4,317,5.6950
4,318,5.6356
4,319,5.5416
4,320,5.5470
4,321,5.4812
4,322,5.4871
4,323,5.5891
4,324,5.6148
4,325,5.6657
4,326,5.6311
4,327,5.5797
4,328,5.6186
4,329,5.6797
4,330,5.5962
4,331,5.6079
4,332,5.4944
4,333,5.6386
4,334,5.6546
4,335,5.6711
4,336,5.6020
4,337,5.6361
4,338,5.6496
4,339,5.5351
4,340,5.6173
4,341,5.5592
4,342,5.5045
4,343,5.6604
4,344,5.5782
4,345,5.6797
4,346,5.7005
4,347,5.5884
4,348,5.6522
4,349,5.7117
4,350,5.8362
4,351,5.6724
4,352,5.7010
4,353,5.6407
4,354,5.6870
4,355,5.6413
4,356,5.6039
4,357,5.6016
4,358,5.6376
4,359,5.6343
4,360,5.5727
4,361,5.6508
4,362,5.5496
4,363,5.6025
4,364,5.6416
4,365,5.6990
4,366,5.6819
4,367,5.5857
4,368,5.6616
4,369,5.6591
4,370,5.6393
4,371,5.6047
4,372,5.6251
4,373,5.6753
4,374,5.6058
4,375,5.6854
4,376,5.5904
4,377,5.4931
4,378,5.6714
4,379,5.6166
4,380,5.6208
4,381,5.6142
4,382,5.5220
4,383,5.6144
4,384,5.5979
4,385,5.5612
4,386,5.6202
4,387,5.6401
4,388,5.5768
4,389,5.6413
4,390,5.6450
5,391,5.5654
5,392,5.5250
5,393,5.4175
5,394,5.5838
5,395,5.6242
5,396,5.6324
5,397,5.6624
5,398,5.6244
5,399,5.5783
5,400,5.5690
5,401,5.5770
5,402,5.6264
5,403,5.6150
5,404,5.5829
5,405,5.7282
5,406,5.7160
5,407,5.6091
5,408,5.6264
5,409,5.6770
5,410,5.6105
5,411,5.6474
5,412,5.5788
5,413,5.6629
5,414,5.5838
5,415,5.5940
5,416,5.7076
5,417,5.6092
5,418,5.6464
5,419,5.6178
5,420,5.6125
5,421,5.5457
5,422,5.5764
5,423,5.6297
5,424,5.5976
5,425,5.5476
5,426,5.6612
5,427,5.5128
5,428,5.6939
5,429,5.4996
5,430,5.5563
5,431,5.5887
5,432,5.6366
5,433,5.5128
5,434,5.5694
5,435,5.5360
5,436,5.7017
5,437,5.5321
5,438,5.6249
5,439,5.6479
5,440,5.6121
5,441,5.5620
5,442,5.6085
5,443,5.5905
5,444,5.7016
5,445,5.5612
5,446,5.5949
5,447,5.5641
5,448,5.6132
5,449,5.5951
5,450,5.6511
5,451,5.5012
5,452,5.5986
5,453,5.6881
5,454,5.5869
5,455,5.5759
5,456,5.5917
5,457,5.5179
5,458,5.5708
5,459,5.6277
5,460,5.6416
5,461,5.5895
5,462,5.5761
5,463,5.5531
5,464,5.5716
5,465,5.6118
5,466,5.6007
5,467,5.5804
5,468,5.5630
6,470,5.5506
6,471,5.6329
6,472,5.5619
6,473,5.5085
6,474,5.6148
6,475,5.5208
6,476,5.5191
6,477,5.6675
6,478,5.6124
6,479,5.5560
6,480,5.6292
6,481,5.5124
6,482,5.5536
6,483,5.6740
6,484,5.5527
6,485,5.5311
6,486,5.5339
6,487,5.6020
6,488,5.5878
6,489,5.5862
6,490,5.5576
6,491,5.5090
6,492,5.5894
6,493,5.5435
6,494,5.6370
6,495,5.5912
6,496,5.5768
6,497,5.6159
6,498,5.6599
6,499,5.6698
6,500,5.6020
6,501,5.4999
6,502,5.6339
6,503,5.5623
6,504,5.5822
6,505,5.5602
6,506,5.6020
6,507,5.6314
6,508,5.5924
6,509,5.6459
6,510,5.5593
6,511,5.5818
6,512,5.6745
6,513,5.5252
6,514,5.5893
6,515,5.6654
6,516,5.5926
6,517,5.5952
6,518,5.5655
6,519,5.6260
6,520,5.5781
6,521,5.5844
6,522,5.6098
6,523,5.6440
6,524,5.5438
6,525,5.5736
6,526,5.5784
6,527,5.4895
6,528,5.5961
6,529,5.5810
6,530,5.5523
6,531,5.6057
6,532,5.6976
6,533,5.5348
6,534,5.5738
6,535,5.5310
6,536,5.5773
6,537,5.5236
6,538,5.5322
6,539,5.6504
6,540,5.5732
6,541,5.5304
6,542,5.5931
6,543,5.7041
6,544,5.6023
6,545,5.6084
6,546,5.6147
7,547,5.5721
7,548,5.6594
7,549,5.5920
7,550,5.6302
7,551,5.6365
7,552,5.5854
7,553,5.6625
7,554,5.6707
7,555,5.5976
7,556,5.6796
7,557,5.6426
7,558,5.6211
7,559,5.6845
7,560,5.6069
7,561,5.6446
7,562,5.5743
7,563,5.6325
7,564,5.6216
7,565,5.7242
7,566,5.6551
7,567,5.5323
7,568,5.5716
7,569,5.6275
7,570,5.6366
7,571,5.5372
7,572,5.6289
7,573,5.4938
7,574,5.6148
7,575,5.5705
7,576,5.6443
7,577,5.5719
7,578,5.5205
7,579,5.6692
7,580,5.6361
7,581,5.5530
7,582,5.5092
7,583,5.6250
7,584,5.5329
7,585,5.5783
7,586,5.5579
7,587,5.5818
7,588,5.5777
7,589,5.5705
7,590,5.5909
7,591,5.6210
7,592,5.6247
7,593,5.5300
7,594,5.5200
7,595,5.5583
7,596,5.5672
7,597,5.5716
7,598,5.4924
7,599,5.5221
7,600,5.5800
7,601,5.5051
7,602,5.6549
7,603,5.5810
7,604,5.5586
7,605,5.5904
7,606,5.5965
7,607,5.6356
7,608,5.5389
7,609,5.6033
7,610,5.6273
7,611,5.5495
7,612,5.6135
7,613,5.6121
7,614,5.5306
7,615,5.5710
7,616,5.6026
7,617,5.6194
7,618,5.5622
7,619,5.6062
7,620,5.5901
7,621,5.5881
7,622,5.6076
7,623,5.6384
7,624,5.5317
8,625,5.5780
8,626,5.6099
8,627,5.5310
8,628,5.5352
8,629,5.5714
8,630,5.6071
8,631,5.5764
8,632,5.5860
8,633,5.5632
8,634,5.5232
8,635,5.5529
8,636,5.5601
8,637,5.7074
8,638,5.5896
8,639,5.5363
8,640,5.5171
8,641,5.5547
8,642,5.5138
8,643,5.5401
8,644,5.6805
8,645,5.4765
8,646,5.5216
8,647,5.5547
8,648,5.5468
8,649,5.6123
8,650,5.5681
8,651,5.4996
8,652,5.5657
8,653,5.6024
