epoch,iteration,loss
0,1,1.4112
0,2,1.4187
0,3,1.4347
0,4,1.3650
0,5,1.3485
0,6,1.3748
0,7,1.3413
0,8,1.3539
0,9,1.3173
0,10,1.3138
0,11,1.2840
0,12,1.2519
0,13,1.2214
0,14,1.1811
0,15,1.2710
0,16,1.3460
0,17,1.1913
0,18,1.2150
0,19,1.3267
0,20,1.1989
0,21,1.3402
0,22,1.2692
0,23,1.1279
0,24,1.1601
0,25,1.1632
0,26,1.1973
0,27,1.1058
0,28,1.1892
0,29,1.1711
0,30,1.0681
0,31,1.1826
0,32,1.0587
0,33,1.2108
0,34,1.2302
0,35,1.1310
0,36,1.2374
0,37,1.1453
0,38,1.1905
0,39,1.2104
0,40,1.2266
0,41,1.1766
0,42,1.2228
0,43,1.1658
0,44,1.2318
0,45,1.1224
0,46,1.1360
0,47,1.1773
0,48,1.1167
0,49,1.1935
0,50,1.1607
0,51,1.0197
0,52,1.2024
0,53,1.1242
0,54,1.0842
0,55,0.9462
0,56,1.2078
0,57,1.2016
0,58,1.1625
0,59,1.1058
0,60,1.1334
0,61,1.0750
0,62,1.0960
0,63,1.1303
0,64,1.1233
0,65,1.1615
0,66,1.0596
0,67,1.0697
0,68,1.1508
0,69,1.1168
0,70,1.1274
0,71,1.2407
0,72,1.1156
0,73,1.1035
0,74,1.1466
0,75,1.1352
0,76,1.1631
0,77,1.0508
0,78,1.1763
0,79,1.1679
0,80,1.2523
0,81,1.0429
0,82,1.0960
0,83,1.1074
0,84,1.0670
0,85,1.0751
0,86,1.0838
0,87,1.2061
0,88,1.0405
0,89,1.1505
0,90,1.0350
0,91,1.0643
0,92,1.1708
0,93,1.2820
0,94,1.1499
0,95,1.0921
0,96,1.0349
0,97,1.1170
0,98,1.1917
0,99,1.1228
0,100,1.2244
0,101,1.1227
0,102,1.1476
0,103,1.0776
0,104,1.0950
0,105,1.1315
0,106,1.0766
0,107,1.1007
0,108,1.1518
0,109,1.1737
0,110,1.0582
0,111,1.0905
0,112,1.0028
0,113,0.9947
0,114,1.1102
0,115,0.9515
0,116,1.0428
0,117,1.0826
0,118,1.0192
0,119,1.0170
0,120,1.0980
0,121,1.0516
0,122,1.0432
0,123,0.9751
0,124,1.1606
0,125,1.1493
0,126,1.0676
0,127,1.1208
0,128,1.2040
0,129,1.1031
0,130,1.1376
0,131,1.1331
0,132,1.0569
0,133,1.1462
0,134,1.0971
